ANO,DEPARTAMENTO,POBLACION_5_16,TASA_MATRICULACION_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICION,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,DESERCION,DESERCION_TRANSICION,DESERCION_PRIMARIA,DESERCION_SECUNDARIA,DESERCION_MEDIA,APROBACION,APROBACION_TRANSICION,APROBACION_PRIMARIA,APROBACION_SECUNDARIA,APROBACION_MEDIA,REPROBACION,REPROBACION_TRANSICION,REPROBACION_PRIMARIA,REPROBACION_SECUNDARIA,REPROBACION_MEDIA,REPITENCIA,REPITENCIA_TRANSICION,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA,GRUPO_COBERTURA_PIMARIA,GRUPO_COBERTURA_SECUNDARIA,GRUPO_COBERTURA_MEDIA,GRUPO_DESERCION_PRIMARIA,GRUPO_DESERCION_SECUNDARIA,GRUPO_DESERCION_MEDIA,GRUPO_REPROBACION_PRIMARIA,GRUPO_REPROBACION_SECUNDARIA,GRUPO_REPROBACION_MEDIA,GRUPO_APROBACION_PRIMARIA,GRUPO_APROBACION_SECUNDARIA,GRUPO_APROBACION_MEDIA
2011,TOLIMA,325983,88.8,88.71,58.6,86.48,71.66,41.33,4.61,3.66,4.34,5.41,3.95,90.33,96.1,91.99,86.82,90.37,5.06,0.23,3.67,7.77,5.68,0.88,0.27,0.82,1.22,0.47,"(84.98, 91.19]","(71.45, 76.16]","(39.63, 44.75]","(4.07, 10.73]","(4.73, 6.39]","(3.24, 4.3]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2011,VALLE DEL CAUCA,906602,88.51,88.33,56.25,86.83,72.17,42.06,4.24,4.18,3.73,5.01,3.99,90.69,95.24,92.95,87.09,89.64,5.07,0.58,3.32,7.9,6.37,2.3,1.1,2.09,3.22,1.09,"(84.98, 91.19]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(1.42, 3.44]","(6.72, 9.89]","(5.81, 16.07]","(91.13, 92.98]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2011,ARAUCA,73431,74.15,74.11,49.81,71.09,55.36,31.49,2.14,1.98,1.86,2.46,2.83,97.72,98.02,98.14,97.54,95.71,0.13,0.0,0.0,0.0,1.46,2.78,0.86,2.29,4.37,2.05,"(51.119, 76.77]","(24.058999999999997, 57.46]","(29.04, 39.63]","(0.399, 2.32]","(0.589, 3.6]","(2.5, 3.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2011,CASANARE,85803,101.11,101.05,71.27,99.47,82.56,42.64,3.88,3.2,3.4,4.6,4.18,92.12,96.44,93.96,88.97,91.14,4.0,0.36,2.64,6.44,4.68,3.57,1.13,3.2,5.39,1.23,"(91.19, 102.1]","(76.16, 90.11]","(39.63, 44.75]","(3.14, 4.07]","(3.6, 4.73]","(3.24, 4.3]","(1.42, 3.44]","(2.54, 6.72]","(4.4, 5.81]","(92.98, 95.44]","(88.48, 92.86]","(90.37, 92.34]"
2011,PUTUMAYO,93828,80.46,80.46,49.15,82.17,56.36,27.24,4.18,3.24,3.61,5.63,3.31,95.61,96.76,96.35,94.37,94.5,0.21,0.0,0.04,0.0,2.19,3.37,0.78,2.97,4.91,1.9,"(76.77, 84.98]","(24.058999999999997, 57.46]","(6.789, 29.04]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(92.34, 94.78]"
2011,SAN ANDRES Y PROVIDENCIA,15852,67.28,67.23,57.0,68.26,59.08,39.15,1.72,0.84,3.03,0.59,0.82,96.73,99.16,96.26,97.22,95.57,1.55,0.0,0.71,2.19,3.61,3.63,0.0,3.44,5.62,1.32,"(51.119, 76.77]","(57.46, 71.45]","(29.04, 39.63]","(2.32, 3.14]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2011,AMAZONAS,22223,82.34,82.32,63.68,87.23,50.65,21.91,5.46,5.56,3.67,8.21,7.9,91.16,94.27,92.83,88.63,85.15,3.38,0.17,3.5,3.16,6.95,5.15,1.36,5.14,6.39,4.15,"(84.98, 91.19]","(24.058999999999997, 57.46]","(6.789, 29.04]","(3.14, 4.07]","(6.39, 12.15]","(4.3, 14.24]","(3.44, 5.62]","(2.54, 6.72]","(5.81, 16.07]","(91.13, 92.98]","(88.48, 92.86]","(76.31899999999999, 90.37]"
2011,GUAINIA,11920,74.87,74.87,61.85,73.59,28.88,8.42,10.94,10.0,10.73,11.62,12.85,73.92,76.88,73.37,72.69,80.86,15.5,13.13,16.5,15.69,6.3,0.77,0.84,0.7,0.98,0.21,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2011,GUAVIARE,31133,64.04,64.02,32.16,65.42,45.16,20.08,9.02,5.54,8.91,10.02,8.9,91.15,94.46,91.73,89.98,88.93,0.18,0.0,0.0,0.0,2.17,2.41,0.85,2.08,3.5,1.86,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(91.13, 92.98]","(88.48, 92.86]","(76.31899999999999, 90.37]"
2011,VAUPES,12690,62.18,62.18,19.22,65.41,29.04,9.73,9.94,7.22,8.72,12.1,14.24,81.16,89.17,81.5,79.8,78.72,8.89,3.61,9.79,8.1,7.04,6.15,2.79,7.76,4.34,2.06,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(6.72, 9.89]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2011,VICHADA,20360,73.07,72.98,31.84,74.47,32.89,15.54,7.33,8.82,8.77,4.29,2.67,91.77,91.18,90.01,95.45,96.57,0.9,0.0,1.22,0.26,0.76,3.54,1.99,3.07,5.45,3.44,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(3.6, 4.73]","(2.5, 3.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(70.719, 91.13]","(92.86, 99.03]","(94.78, 99.49]"
2016,ANTIOQUIA,1265147,88.2,88.08,56.51,86.84,73.59,43.42,4.47,3.58,3.42,6.46,3.38,88.4,96.25,90.66,82.91,90.97,7.13,0.17,5.92,10.63,5.66,3.02,0.33,3.04,4.12,1.16,"(84.98, 91.19]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(6.39, 12.15]","(3.24, 4.3]","(5.62, 22.76]","(9.89, 23.19]","(4.4, 5.81]","(70.719, 91.13]","(65.649, 84.42]","(90.37, 92.34]"
2016,ATLANTICO,519509,89.7,89.35,53.37,85.78,75.45,50.37,2.13,2.91,2.07,2.28,1.5,94.42,95.93,94.98,92.84,96.06,3.44,1.16,2.94,4.89,2.44,1.23,1.11,1.21,1.52,0.52,"(84.98, 91.19]","(71.45, 76.16]","(44.75, 59.33]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(94.78, 99.49]"
2016,BOGOTA DC,1453283,80.7,80.26,56.39,79.04,72.6,49.73,2.08,2.17,1.57,2.69,2.02,97.55,97.83,98.39,97.14,95.98,0.37,0.0,0.04,0.17,2.0,3.73,0.04,2.92,6.01,2.09,"(76.77, 84.98]","(71.45, 76.16]","(44.75, 59.33]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2016,BOLIVAR,487274,89.5,89.41,56.28,88.01,70.99,42.55,2.97,3.58,2.45,3.71,2.48,91.68,95.64,93.07,88.4,92.44,5.35,0.77,4.48,7.89,5.07,2.16,1.29,2.22,2.66,1.07,"(84.98, 91.19]","(57.46, 71.45]","(39.63, 44.75]","(2.32, 3.14]","(3.6, 4.73]","(0.419, 2.5]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(92.98, 95.44]","(84.42, 88.48]","(92.34, 94.78]"
2016,BOYACA,279627,83.8,83.7,60.62,81.48,74.7,50.36,2.46,2.01,1.47,3.7,2.33,93.5,97.78,95.82,90.01,93.76,4.04,0.21,2.71,6.28,3.91,2.18,0.54,1.66,3.49,1.12,"(76.77, 84.98]","(71.45, 76.16]","(44.75, 59.33]","(0.399, 2.32]","(3.6, 4.73]","(0.419, 2.5]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(95.44, 99.06]","(88.48, 92.86]","(92.34, 94.78]"
2016,CALDAS,192703,77.4,77.4,50.21,72.48,69.4,43.8,4.28,4.38,3.14,5.91,3.44,89.16,95.11,91.27,84.67,91.85,6.56,0.51,5.59,9.42,4.72,2.16,0.44,1.78,3.2,1.33,"(51.119, 76.77]","(57.46, 71.45]","(39.63, 44.75]","(2.32, 3.14]","(4.73, 6.39]","(3.24, 4.3]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2016,CAQUETA,124296,75.4,75.36,46.75,74.9,54.99,24.68,6.88,7.22,5.92,8.78,5.29,91.69,92.6,92.88,89.26,92.55,1.43,0.18,1.2,1.96,2.16,2.2,0.69,2.16,2.97,1.0,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(91.13, 92.98]","(88.48, 92.86]","(92.34, 94.78]"
2016,CAUCA,307989,83.9,83.84,48.41,85.12,65.49,33.56,2.84,2.57,1.85,4.25,3.3,91.42,96.44,92.44,88.7,91.52,5.73,0.98,5.71,7.05,5.19,1.22,0.37,1.06,1.78,0.8,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(0.399, 2.32]","(3.6, 4.73]","(3.24, 4.3]","(5.62, 22.76]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(88.48, 92.86]","(90.37, 92.34]"
2016,CESAR,259794,97.6,97.44,58.68,95.6,75.01,42.61,5.07,6.94,4.77,5.63,3.01,89.53,90.79,90.23,87.27,92.48,5.4,2.27,5.01,7.1,4.52,1.19,1.05,1.18,1.45,0.5,"(91.19, 102.1]","(71.45, 76.16]","(39.63, 44.75]","(4.07, 10.73]","(4.73, 6.39]","(2.5, 3.24]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(70.719, 91.13]","(84.42, 88.48]","(92.34, 94.78]"
2016,CORDOBA,411715,90.3,90.28,50.99,87.49,72.53,42.42,3.03,3.4,2.27,4.02,3.07,93.6,95.99,95.0,91.12,93.2,3.37,0.61,2.72,4.86,3.73,3.75,3.27,3.81,4.38,1.87,"(84.98, 91.19]","(71.45, 76.16]","(39.63, 44.75]","(0.399, 2.32]","(3.6, 4.73]","(2.5, 3.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2016,CUNDINAMARCA,577612,91.2,90.9,56.31,88.25,80.47,50.92,3.68,4.02,2.68,5.05,3.06,93.27,95.44,95.3,89.98,94.38,3.05,0.54,2.01,4.97,2.56,2.4,0.69,1.86,3.71,1.46,"(84.98, 91.19]","(76.16, 90.11]","(44.75, 59.33]","(2.32, 3.14]","(4.73, 6.39]","(2.5, 3.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(92.34, 94.78]"
2016,CHOCO,145596,79.8,79.85,49.12,81.51,48.05,22.34,3.58,3.94,3.24,4.37,2.77,87.44,95.72,87.18,84.08,92.38,8.98,0.34,9.58,11.56,4.85,1.94,0.35,2.7,1.28,0.4,"(76.77, 84.98]","(24.058999999999997, 57.46]","(6.789, 29.04]","(3.14, 4.07]","(3.6, 4.73]","(2.5, 3.24]","(5.62, 22.76]","(9.89, 23.19]","(4.4, 5.81]","(70.719, 91.13]","(65.649, 84.42]","(92.34, 94.78]"
2016,HUILA,268744,85.9,85.84,56.87,86.07,73.0,40.51,5.23,4.29,3.75,7.76,4.39,85.82,95.32,89.7,77.96,87.23,8.94,0.4,6.55,14.28,8.38,4.35,0.69,4.14,6.01,2.46,"(84.98, 91.19]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2016,LA GUAJIRA,264785,75.7,75.59,48.47,72.88,45.95,20.57,4.62,3.83,5.06,4.46,2.76,93.5,95.57,93.09,92.86,96.0,1.89,0.6,1.85,2.67,1.24,4.5,3.83,4.59,5.3,1.47,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(3.6, 4.73]","(2.5, 3.24]","(1.42, 3.44]","(2.54, 6.72]","(-0.001, 2.23]","(92.98, 95.44]","(88.48, 92.86]","(94.78, 99.49]"
2016,MAGDALENA,329234,92.5,92.33,58.96,85.37,68.74,37.96,3.2,3.59,3.16,3.4,2.35,94.31,95.98,94.66,92.89,95.66,2.49,0.43,2.18,3.71,1.99,5.31,13.99,4.83,4.38,1.4,"(84.98, 91.19]","(57.46, 71.45]","(29.04, 39.63]","(3.14, 4.07]","(0.589, 3.6]","(0.419, 2.5]","(1.42, 3.44]","(2.54, 6.72]","(-0.001, 2.23]","(92.98, 95.44]","(92.86, 99.03]","(94.78, 99.49]"
2016,META,219565,92.4,92.28,56.26,90.78,77.27,43.97,5.35,6.58,4.24,7.02,4.06,89.08,93.24,91.88,83.76,90.73,5.57,0.18,3.87,9.22,5.21,0.86,0.18,0.84,1.23,0.25,"(84.98, 91.19]","(76.16, 90.11]","(39.63, 44.75]","(4.07, 10.73]","(6.39, 12.15]","(3.24, 4.3]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(65.649, 84.42]","(90.37, 92.34]"
2016,NARINO,394574,71.1,71.13,38.56,68.32,56.56,29.8,1.67,0.8,1.0,2.61,2.22,96.44,99.16,97.71,94.32,95.86,1.89,0.04,1.3,3.07,1.92,2.64,0.78,2.36,3.79,1.34,"(51.119, 76.77]","(24.058999999999997, 57.46]","(29.04, 39.63]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(2.54, 6.72]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2016,NORTE DE SANTANDER,307238,88.6,88.51,58.43,92.31,70.9,38.0,4.84,5.4,3.89,6.51,3.7,91.24,94.34,93.44,87.04,91.76,3.91,0.26,2.67,6.45,4.55,1.85,0.89,1.57,2.69,1.25,"(91.19, 102.1]","(57.46, 71.45]","(29.04, 39.63]","(3.14, 4.07]","(6.39, 12.15]","(3.24, 4.3]","(1.42, 3.44]","(2.54, 6.72]","(4.4, 5.81]","(92.98, 95.44]","(84.42, 88.48]","(90.37, 92.34]"
2016,QUINDIO,108652,79.8,79.74,46.06,72.4,75.16,49.3,6.18,6.37,4.97,7.99,4.87,87.41,93.35,90.59,82.13,89.37,6.41,0.29,4.44,9.89,5.76,1.13,0.15,0.8,1.83,0.7,"(51.119, 76.77]","(71.45, 76.16]","(44.75, 59.33]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2016,RISARALDA,182345,87.4,87.16,54.74,82.95,76.03,44.93,4.67,5.37,3.35,6.6,3.51,89.54,93.24,92.56,84.49,91.03,5.79,1.38,4.09,8.91,5.46,1.09,0.29,0.89,1.69,0.51,"(76.77, 84.98]","(71.45, 76.16]","(44.75, 59.33]","(3.14, 4.07]","(6.39, 12.15]","(3.24, 4.3]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2016,SANTANDER,402820,95.2,95.0,59.67,94.75,83.0,50.45,3.97,5.1,3.17,5.17,2.76,89.89,94.39,92.98,84.62,91.08,6.14,0.52,3.85,10.22,6.15,2.48,0.9,1.96,3.9,1.27,"(91.19, 102.1]","(76.16, 90.11]","(44.75, 59.33]","(3.14, 4.07]","(4.73, 6.39]","(2.5, 3.24]","(3.44, 5.62]","(9.89, 23.19]","(5.81, 16.07]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2016,SUCRE,198817,96.8,96.72,64.46,96.01,74.19,44.8,2.95,3.14,2.34,3.97,2.27,87.41,95.42,88.95,82.1,89.5,9.64,1.44,8.71,13.93,8.23,0.47,0.25,0.48,0.57,0.32,"(91.19, 102.1]","(71.45, 76.16]","(44.75, 59.33]","(2.32, 3.14]","(3.6, 4.73]","(0.419, 2.5]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2016,TOLIMA,306395,84.7,84.59,49.33,82.47,71.2,44.23,3.7,4.02,2.97,4.91,2.8,89.31,95.28,91.64,84.43,91.1,6.98,0.7,5.38,10.67,6.1,0.61,0.23,0.6,0.82,0.25,"(76.77, 84.98]","(57.46, 71.45]","(39.63, 44.75]","(2.32, 3.14]","(4.73, 6.39]","(2.5, 3.24]","(3.44, 5.62]","(9.89, 23.19]","(5.81, 16.07]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2016,VALLE DEL CAUCA,873706,81.4,81.23,47.12,78.38,69.91,41.43,4.34,4.81,3.56,5.49,3.5,88.72,94.55,91.33,83.81,90.79,6.94,0.64,5.11,10.69,5.71,1.29,0.82,1.24,1.7,0.54,"(76.77, 84.98]","(57.46, 71.45]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(3.44, 5.62]","(9.89, 23.19]","(4.4, 5.81]","(91.13, 92.98]","(65.649, 84.42]","(90.37, 92.34]"
2016,ARAUCA,75185,74.0,73.95,45.72,73.41,56.6,30.26,3.72,4.45,2.99,4.75,3.61,96.28,95.55,97.01,95.25,96.37,0.0,0.0,0.0,0.0,0.02,3.44,1.17,2.49,5.99,2.3,"(51.119, 76.77]","(24.058999999999997, 57.46]","(29.04, 39.63]","(2.32, 3.14]","(4.73, 6.39]","(3.24, 4.3]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2016,CASANARE,88003,100.2,100.18,67.4,99.15,82.2,47.43,4.21,4.01,3.59,5.62,2.7,90.23,95.78,92.86,84.68,92.34,5.56,0.21,3.56,9.7,4.96,4.03,1.49,3.7,5.89,1.41,"(91.19, 102.1]","(76.16, 90.11]","(44.75, 59.33]","(3.14, 4.07]","(4.73, 6.39]","(2.5, 3.24]","(3.44, 5.62]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2016,PUTUMAYO,91441,76.1,76.09,34.27,73.99,64.26,32.65,7.53,7.57,6.66,9.18,5.91,86.13,92.2,88.75,80.76,88.1,6.34,0.23,4.59,10.06,6.0,2.56,1.37,2.34,3.55,1.1,"(51.119, 76.77]","(57.46, 71.45]","(29.04, 39.63]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(3.44, 5.62]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2016,SAN ANDRES Y PROVIDENCIA,15167,68.2,68.15,46.9,70.28,60.46,38.67,2.26,1.09,2.3,2.66,1.62,97.73,98.91,97.7,97.34,98.29,0.01,0.0,0.0,0.0,0.1,2.47,0.0,1.99,3.71,2.38,"(51.119, 76.77]","(57.46, 71.45]","(29.04, 39.63]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(-0.001, 2.23]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2016,AMAZONAS,22243,81.4,81.35,45.44,80.27,59.77,26.64,5.06,5.23,2.75,8.49,5.96,89.11,94.45,91.28,84.46,88.25,5.83,0.32,5.97,7.05,5.79,6.61,1.66,7.5,7.17,4.14,"(76.77, 84.98]","(57.46, 71.45]","(6.789, 29.04]","(2.32, 3.14]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(76.31899999999999, 90.37]"
2016,GUAINIA,11935,77.6,77.64,58.82,75.91,35.5,9.01,8.21,9.63,6.64,11.16,6.0,74.85,82.69,77.2,65.65,81.24,16.94,7.67,16.16,23.19,12.77,1.9,3.76,1.68,1.8,0.58,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2016,GUAVIARE,31671,54.8,54.83,25.99,53.38,41.52,21.19,4.7,5.32,3.59,6.47,4.45,89.19,94.16,91.48,84.22,88.88,6.11,0.51,4.93,9.3,6.67,2.85,1.09,2.18,4.57,2.22,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(3.14, 4.07]","(6.39, 12.15]","(4.3, 14.24]","(3.44, 5.62]","(6.72, 9.89]","(5.81, 16.07]","(91.13, 92.98]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2016,VAUPES,12654,64.2,64.17,23.91,63.33,38.09,12.67,6.6,6.37,4.97,10.15,5.11,83.11,93.45,82.91,80.29,87.84,10.29,0.19,12.12,9.56,7.06,3.02,1.31,3.26,3.2,1.8,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(6.72, 9.89]","(5.81, 16.07]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2016,VICHADA,21951,77.8,77.78,41.52,80.09,34.58,14.69,8.16,10.14,7.71,9.09,6.22,78.03,88.05,75.21,79.37,88.22,13.81,1.8,17.08,11.53,5.57,3.26,1.74,3.79,2.88,1.21,"(76.77, 84.98]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(5.62, 22.76]","(9.89, 23.19]","(4.4, 5.81]","(70.719, 91.13]","(65.649, 84.42]","(76.31899999999999, 90.37]"
2017,ANTIOQUIA,1270105,86.1,86.0,56.58,83.3,73.93,42.85,4.15,3.56,3.28,5.69,3.39,88.68,96.26,90.8,83.67,90.95,7.16,0.19,5.92,10.64,5.66,6.52,1.19,6.31,8.94,2.97,"(76.77, 84.98]","(71.45, 76.16]","(39.63, 44.75]","(3.14, 4.07]","(4.73, 6.39]","(3.24, 4.3]","(5.62, 22.76]","(9.89, 23.19]","(4.4, 5.81]","(70.719, 91.13]","(65.649, 84.42]","(90.37, 92.34]"
2017,ATLANTICO,518257,91.1,90.72,58.52,87.59,76.65,50.84,1.28,2.03,1.23,1.32,0.96,94.18,96.84,94.92,92.09,95.82,4.54,1.12,3.85,6.59,3.22,1.11,0.93,1.21,1.27,0.36,"(84.98, 91.19]","(76.16, 90.11]","(44.75, 59.33]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(3.44, 5.62]","(2.54, 6.72]","(2.23, 4.4]","(92.98, 95.44]","(88.48, 92.86]","(94.78, 99.49]"
2017,BOGOTA DC,1452849,79.9,79.45,54.62,78.53,71.47,49.3,1.62,2.21,1.31,1.9,1.55,97.29,97.75,98.04,96.74,96.18,1.09,0.04,0.64,1.36,2.27,0.14,0.01,0.14,0.2,0.06,"(76.77, 84.98]","(71.45, 76.16]","(44.75, 59.33]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(-0.001, 1.42]","(-0.001, 2.54]","(2.23, 4.4]","(95.44, 99.06]","(92.86, 99.03]","(94.78, 99.49]"
2017,BOLIVAR,486067,90.7,90.58,62.87,88.22,72.96,43.18,2.65,3.37,2.24,3.15,2.32,91.16,95.67,91.98,88.47,92.14,6.19,0.96,5.78,8.38,5.54,4.4,3.77,4.22,5.51,2.26,"(84.98, 91.19]","(71.45, 76.16]","(39.63, 44.75]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(5.62, 22.76]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2017,BOYACA,275027,83.5,83.48,60.66,81.41,75.23,50.1,2.15,3.55,1.27,2.86,2.22,92.61,96.23,95.56,88.48,92.83,5.25,0.22,3.17,8.65,4.95,2.3,0.47,1.65,3.69,1.55,"(76.77, 84.98]","(71.45, 76.16]","(44.75, 59.33]","(0.399, 2.32]","(0.589, 3.6]","(0.419, 2.5]","(1.42, 3.44]","(6.72, 9.89]","(4.4, 5.81]","(95.44, 99.06]","(84.42, 88.48]","(92.34, 94.78]"
2017,CALDAS,191444,75.8,75.72,51.76,70.11,68.71,43.06,3.47,3.67,2.54,4.67,3.0,89.46,95.89,91.85,85.02,91.15,7.07,0.44,5.62,10.31,5.85,3.08,0.58,2.38,4.75,1.88,"(51.119, 76.77]","(57.46, 71.45]","(39.63, 44.75]","(2.32, 3.14]","(3.6, 4.73]","(2.5, 3.24]","(3.44, 5.62]","(9.89, 23.19]","(5.81, 16.07]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2017,CAQUETA,124222,74.4,74.37,46.49,73.67,56.11,24.84,6.73,7.23,5.81,8.31,5.84,90.51,92.37,91.64,87.94,91.52,2.76,0.4,2.55,3.75,2.64,3.43,1.34,3.66,4.05,1.62,"(51.119, 76.77]","(24.058999999999997, 57.46]","(6.789, 29.04]","(4.07, 10.73]","(6.39, 12.15]","(4.3, 14.24]","(1.42, 3.44]","(2.54, 6.72]","(2.23, 4.4]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
2017,CAUCA,303777,83.3,83.32,49.93,84.53,67.01,34.06,2.76,2.36,1.74,4.07,3.55,90.66,96.43,92.21,87.02,90.74,6.59,1.21,6.05,8.91,5.71,1.26,0.35,0.99,1.96,0.97,"(76.77, 84.98]","(57.46, 71.45]","(29.04, 39.63]","(0.399, 2.32]","(3.6, 4.73]","(3.24, 4.3]","(5.62, 22.76]","(6.72, 9.89]","(4.4, 5.81]","(91.13, 92.98]","(84.42, 88.48]","(90.37, 92.34]"
